2013/12/12,1775.50
2013/12/13,1775.32
2013/12/16,1786.54
2013/12/17,1781.00
2013/12/18,1810.65
2013/12/19,1809.60
2013/12/20,1818.32
2013/12/23,1827.99
2013/12/24,1833.32
2013/12/26,1842.02
2013/12/27,1841.40
2013/12/30,1841.07
2013/12/31,1848.36
2014/1/2,1831.98
2014/1/3,1831.37
2014/1/6,1826.77
2014/1/7,1837.88
2014/1/8,1837.49
2014/1/9,1838.13
2014/1/10,1842.37
2014/1/13,1819.20
2014/1/14,1838.88
2014/1/15,1848.38
2014/1/16,1845.89
2014/1/17,1838.70
2014/1/21,1843.80
2014/1/22,1844.86
2014/1/23,1828.46
2014/1/24,1790.29
2014/1/27,1781.56
2014/1/28,1792.50
2014/1/29,1774.20
2014/1/30,1794.19
2014/1/31,1782.59
2014/2/3,1741.89
2014/2/4,1755.20
2014/2/5,1751.64
2014/2/6,1773.43
2014/2/7,1797.02
2014/2/10,1799.84
2014/2/11,1819.75
2014/2/12,1819.26
2014/2/13,1829.83
2014/2/14,1838.63
2014/2/18,1840.76
2014/2/19,1828.75
2014/2/20,1839.78
2014/2/21,1836.25
2014/2/24,1847.61
2014/2/25,1845.12
2014/2/26,1845.16
2014/2/27,1854.29
2014/2/28,1859.45
2014/3/3,1845.73
2014/3/4,1873.91
2014/3/5,1873.81
2014/3/6,1877.03
2014/3/7,1878.04
2014/3/10,1877.17
2014/3/11,1867.63
2014/3/12,1868.20
2014/3/13,1846.34
2014/3/14,1841.13
2014/3/17,1858.83
2014/3/18,1872.25
2014/3/19,1860.77
2014/3/20,1872.01
2014/3/21,1866.52
2014/3/24,1857.44
2014/3/25,1865.62
2014/3/26,1852.56
2014/3/27,1849.04
2014/3/28,1857.62
2014/3/31,1872.34
2014/4/1,1885.52
2014/4/2,1890.90
2014/4/3,1888.77
2014/4/4,1865.09
2014/4/7,1845.04
2014/4/8,1851.96
2014/4/9,1872.18
2014/4/10,1833.08
2014/4/11,1815.69
2014/4/14,1830.61
2014/4/15,1842.98
2014/4/16,1862.31
2014/4/17,1864.85
2014/4/21,1871.89
2014/4/22,1879.55
2014/4/23,1875.39
2014/4/24,1878.61
2014/4/25,1863.40
2014/4/28,1869.43
2014/4/29,1878.33
2014/4/30,1883.95
2014/5/1,1883.68
2014/5/2,1881.14
2014/5/5,1884.66
2014/5/6,1867.72
2014/5/7,1878.21
2014/5/8,1875.63
2014/5/9,1878.48
2014/5/12,1896.65
2014/5/13,1897.45
2014/5/14,1888.53
2014/5/15,1870.85
2014/5/16,1877.86
2014/5/19,1885.08
2014/5/20,1872.83
2014/5/21,1888.03
2014/5/22,1892.49
2014/5/23,1900.53
2014/5/27,1911.91
2014/5/28,1909.78
2014/5/29,1920.03
2014/5/30,1923.57
2014/6/2,1924.97
2014/6/3,1924.24
2014/6/4,1927.88
2014/6/5,1940.46
2014/6/6,1949.44
2014/6/9,1951.27
2014/6/10,1950.79
2014/6/11,1943.89
2014/6/12,1930.11
2014/6/13,1936.16
2014/6/16,1937.78
2014/6/17,1941.99
2014/6/18,1956.98
2014/6/19,1959.48
2014/6/20,1962.87
2014/6/23,1962.61
2014/6/24,1949.98
2014/6/25,1959.53
2014/6/26,1957.22
2014/6/27,1960.96
2014/6/30,1960.23
2014/7/1,1973.32
2014/7/2,1974.62
2014/7/3,1985.44
2014/7/7,1977.65
2014/7/8,1963.71
2014/7/9,1972.83
2014/7/10,1964.68
2014/7/11,1967.57
2014/7/14,1977.10
2014/7/15,1973.28
2014/7/16,1981.57
2014/7/17,1958.12
2014/7/18,1978.22
2014/7/21,1973.63
2014/7/22,1983.53
2014/7/23,1987.01
2014/7/24,1987.98
2014/7/25,1978.34
2014/7/28,1978.91
2014/7/29,1969.95
2014/7/30,1970.07
2014/7/31,1930.67
2014/8/1,1925.15
2014/8/4,1938.99
2014/8/5,1920.21
2014/8/6,1920.24
2014/8/7,1909.57
2014/8/8,1931.59
2014/8/11,1936.92
2014/8/12,1933.75
2014/8/13,1946.72
2014/8/14,1955.18
2014/8/15,1955.06
2014/8/18,1971.74
2014/8/19,1981.60
2014/8/20,1986.51
2014/8/21,1992.37
2014/8/22,1988.40
2014/8/25,1997.92
2014/8/26,2000.02
2014/8/27,2000.12
2014/8/28,1996.74
2014/8/29,2003.37
2014/9/2,2002.28
2014/9/3,2000.72
2014/9/4,1997.65
2014/9/5,2007.71
2014/9/8,2001.54
2014/9/9,1988.44
2014/9/10,1995.69
2014/9/11,1997.45
2014/9/12,1985.54
2014/9/15,1984.13
2014/9/16,1998.98
2014/9/17,2001.57
2014/9/18,2011.36
2014/9/19,2010.40
2014/9/22,1994.29
2014/9/23,1982.77
2014/9/24,1998.30
2014/9/25,1965.99
2014/9/26,1982.85
2014/9/29,1977.80
2014/9/30,1972.29
2014/10/1,1946.16
2014/10/2,1946.17
2014/10/3,1967.90
2014/10/6,1964.82
2014/10/7,1935.10
2014/10/8,1968.89
2014/10/9,1928.21
2014/10/10,1906.13
2014/10/13,1874.74
2014/10/14,1877.70
2014/10/15,1862.49
2014/10/16,1862.76
2014/10/17,1886.76
2014/10/20,1904.01
2014/10/21,1941.28
2014/10/22,1927.11
2014/10/23,1950.82
2014/10/24,1964.58
2014/10/27,1961.63
2014/10/28,1985.05
2014/10/29,1982.30
2014/10/30,1994.65
2014/10/31,2018.05
2014/11/3,2017.81
2014/11/4,2012.10
2014/11/5,2023.57
2014/11/6,2031.21
2014/11/7,2031.92
2014/11/10,2038.26
2014/11/11,2039.68
2014/11/12,2038.25
2014/11/13,2039.33
2014/11/14,2039.82
2014/11/17,2041.32
2014/11/18,2051.80
2014/11/19,2048.72
2014/11/20,2052.75
2014/11/21,2063.50
2014/11/24,2069.41
2014/11/25,2067.03
2014/11/26,2072.83
2014/11/28,2067.56
2014/12/1,2053.44
2014/12/2,2066.55
2014/12/3,2074.33
2014/12/4,2071.92
2014/12/5,2075.37
2014/12/8,2060.31
2014/12/9,2059.82
2014/12/10,2026.14
2014/12/11,2035.33
2014/12/12,2002.33
2014/12/15,1989.63
2014/12/16,1972.74
2014/12/17,2012.89
2014/12/18,2061.23
2014/12/19,2070.65
2014/12/22,2078.54
2014/12/23,2082.17
2014/12/24,2081.88
2014/12/26,2088.77
2014/12/29,2090.57
2014/12/30,2080.35
2014/12/31,2058.90
2015/1/2,2058.20
2015/1/5,2020.58
2015/1/6,2002.61
2015/1/7,2025.90
2015/1/8,2062.14
2015/1/9,2044.81
2015/1/12,2028.26
2015/1/13,2023.03
2015/1/14,2011.27
2015/1/15,1992.67
2015/1/16,2019.42
2015/1/20,2022.55
2015/1/21,2032.12
2015/1/22,2063.15
2015/1/23,2051.82
2015/1/26,2057.09
2015/1/27,2029.55
2015/1/28,2002.16
2015/1/29,2021.25
2015/1/30,1994.99
2015/2/2,2020.85
2015/2/3,2050.03
2015/2/4,2041.51
2015/2/5,2062.52
2015/2/6,2055.47
2015/2/9,2046.74
2015/2/10,2068.59
2015/2/11,2068.53
2015/2/12,2088.48
2015/2/13,2096.99
2015/2/17,2100.34
2015/2/18,2099.68
2015/2/19,2097.45
2015/2/20,2110.30
2015/2/23,2109.66
2015/2/24,2115.48
2015/2/25,2113.86
2015/2/26,2110.74
2015/2/27,2104.50
2015/3/2,2117.39
2015/3/3,2107.78
2015/3/4,2098.53
2015/3/5,2101.04
2015/3/6,2071.26
2015/3/9,2079.43
2015/3/10,2044.16
2015/3/11,2040.24
2015/3/12,2065.95
2015/3/13,2053.40
2015/3/16,2081.19
2015/3/17,2074.28
2015/3/18,2099.50
2015/3/19,2089.27
2015/3/20,2108.10
2015/3/23,2104.42
2015/3/24,2091.50
2015/3/25,2061.05
2015/3/26,2056.15
2015/3/27,2061.02
2015/3/30,2086.24
2015/3/31,2067.89
2015/4/1,2059.69
2015/4/2,2066.96
2015/4/6,2080.62
2015/4/7,2076.33
2015/4/8,2081.90
2015/4/9,2091.18
2015/4/10,2102.06
2015/4/13,2092.43
2015/4/14,2095.84
2015/4/15,2106.63
2015/4/16,2104.99
2015/4/17,2081.18
2015/4/20,2100.40
2015/4/21,2097.29
2015/4/22,2107.96
2015/4/23,2112.93
2015/4/24,2117.69
2015/4/27,2108.92
2015/4/28,2114.76
2015/4/29,2106.85
2015/4/30,2085.51
2015/5/1,2108.29
2015/5/4,2114.49
2015/5/5,2089.46
2015/5/6,2080.15
2015/5/7,2088.00
2015/5/8,2116.10
2015/5/11,2105.33
2015/5/12,2099.12
2015/5/13,2098.48
2015/5/14,2121.10
2015/5/15,2122.73
2015/5/18,2129.20
2015/5/19,2127.83
2015/5/20,2125.85
2015/5/21,2130.82
2015/5/22,2126.06
2015/5/26,2104.20
2015/5/27,2123.48
2015/5/28,2120.79
2015/5/29,2107.39
2015/6/1,2111.73
2015/6/2,2109.60
2015/6/3,2114.07
2015/6/4,2095.84
2015/6/5,2092.83
2015/6/8,2079.28
2015/6/9,2080.15
2015/6/10,2105.20
2015/6/11,2108.86
2015/6/12,2094.11
2015/6/15,2084.43
2015/6/16,2096.29
2015/6/17,2100.44
2015/6/18,2121.24
2015/6/19,2109.99
2015/6/22,2122.85
2015/6/23,2124.20
2015/6/24,2108.58
2015/6/25,2102.31
2015/6/26,2101.49
2015/6/29,2057.64
2015/6/30,2063.11
2015/7/1,2077.42
2015/7/2,2076.78
2015/7/6,2068.76
2015/7/7,2081.34
2015/7/8,2046.68
2015/7/9,2051.31
2015/7/10,2076.62
2015/7/13,2099.60
2015/7/14,2108.95
2015/7/15,2107.40
2015/7/16,2124.29
2015/7/17,2126.64
2015/7/20,2128.28
2015/7/21,2119.21
2015/7/22,2114.15
2015/7/23,2102.15
2015/7/24,2079.65
2015/7/27,2067.64
2015/7/28,2093.25
2015/7/29,2108.57
2015/7/30,2108.63
2015/7/31,2103.84
2015/8/3,2098.04
2015/8/4,2093.32
2015/8/5,2099.84
2015/8/6,2083.56
2015/8/7,2077.57
2015/8/10,2104.18
2015/8/11,2084.07
2015/8/12,2086.05
2015/8/13,2083.39
2015/8/14,2091.54
2015/8/17,2102.44
2015/8/18,2096.92
2015/8/19,2079.61
2015/8/20,2035.73
2015/8/21,1970.89
2015/8/24,1893.21
2015/8/25,1867.61
2015/8/26,1940.51
2015/8/27,1987.66
2015/8/28,1988.87
2015/8/31,1972.18
2015/9/1,1913.85
2015/9/2,1948.86
2015/9/3,1951.13
2015/9/4,1921.22
2015/9/8,1969.41
2015/9/9,1942.04
2015/9/10,1952.29
2015/9/11,1961.05
2015/9/14,1953.03
2015/9/15,1978.09
2015/9/16,1995.31
2015/9/17,1990.20
2015/9/18,1958.03
2015/9/21,1966.97
2015/9/22,1942.74
2015/9/23,1938.76
2015/9/24,1932.24
2015/9/25,1931.34
2015/9/28,1881.77
2015/9/29,1884.09
2015/9/30,1920.03
2015/10/1,1923.82
2015/10/2,1951.36
2015/10/5,1987.05
2015/10/6,1979.92
2015/10/7,1995.83
2015/10/8,2013.43
2015/10/9,2014.89
2015/10/12,2017.46
2015/10/13,2003.69
2015/10/14,1994.24
2015/10/15,2023.86
2015/10/16,2033.11
2015/10/19,2033.66
2015/10/20,2030.77
2015/10/21,2018.94
2015/10/22,2052.51
2015/10/23,2075.15
2015/10/26,2071.18
2015/10/27,2065.89
2015/10/28,2090.35
2015/10/29,2089.41
2015/10/30,2079.36
2015/11/2,2104.05
2015/11/3,2109.79
2015/11/4,2102.31
2015/11/5,2099.93
2015/11/6,2099.20
2015/11/9,2078.58
2015/11/10,2081.72
2015/11/11,2075.00
2015/11/12,2045.97
2015/11/13,2023.04
2015/11/16,2053.19
2015/11/17,2050.44
2015/11/18,2083.58
2015/11/19,2081.24
2015/11/20,2089.17
2015/11/23,2086.59
2015/11/24,2089.14
2015/11/25,2088.87
2015/11/27,2090.11
2015/11/30,2080.41
2015/12/1,2102.63
2015/12/2,2079.51
2015/12/3,2049.62
2015/12/4,2091.69
2015/12/7,2077.07
2015/12/8,2063.59
2015/12/9,2047.62
2015/12/10,2052.23
2015/12/11,2012.37
2015/12/14,2021.94
2015/12/15,2043.41
2015/12/16,2073.07
2015/12/17,2041.89
2015/12/18,2005.55
2015/12/21,2021.15
2015/12/22,2038.97
2015/12/23,2064.29
2015/12/24,2060.99
2015/12/28,2056.50
2015/12/29,2078.36
2015/12/30,2063.36
2015/12/31,2043.94
2016/1/4,2012.66
2016/1/5,2016.71
2016/1/6,1990.26
2016/1/7,1943.09
2016/1/8,1922.03
2016/1/11,1923.67
2016/1/12,1938.68
2016/1/13,1890.28
2016/1/14,1921.84
2016/1/15,1880.33
2016/1/19,1881.33
2016/1/20,1859.33
2016/1/21,1868.99
2016/1/22,1906.90
2016/1/25,1877.08
2016/1/26,1903.63
2016/1/27,1882.95
2016/1/28,1893.36
2016/1/29,1940.24
2016/2/1,1939.38
2016/2/2,1903.03
2016/2/3,1912.53
2016/2/4,1915.45
2016/2/5,1880.05
2016/2/8,1853.44
2016/2/9,1852.21
2016/2/10,1851.86
2016/2/11,1829.08
2016/2/12,1864.78
2016/2/16,1895.58
2016/2/17,1926.82
2016/2/18,1917.83
2016/2/19,1917.78
2016/2/22,1945.50
2016/2/23,1921.27
2016/2/24,1929.80
2016/2/25,1951.70
2016/2/26,1948.05
2016/2/29,1932.23
2016/3/1,1978.35
2016/3/2,1986.45
2016/3/3,1993.40
2016/3/4,1999.99
2016/3/7,2001.76
2016/3/8,1979.26
2016/3/9,1989.26
2016/3/10,1989.57
2016/3/11,2022.19
2016/3/14,2019.64
2016/3/15,2015.93
2016/3/16,2027.22
2016/3/17,2040.59
2016/3/18,2049.58
2016/3/21,2051.60
2016/3/22,2049.80
2016/3/23,2036.71
2016/3/24,2035.94
2016/3/28,2037.05
2016/3/29,2055.01
2016/3/30,2063.95
2016/3/31,2059.74
2016/4/1,2072.78
2016/4/4,2066.13
2016/4/5,2045.17
2016/4/6,2066.66
2016/4/7,2041.91
2016/4/8,2047.60
2016/4/11,2041.99
2016/4/12,2061.72
2016/4/13,2082.42
2016/4/14,2082.78
2016/4/15,2080.73
2016/4/18,2094.34
2016/4/19,2100.80
2016/4/20,2102.40
2016/4/21,2091.48
2016/4/22,2091.58
2016/4/25,2087.79
2016/4/26,2091.70
2016/4/27,2095.15
2016/4/28,2075.81
2016/4/29,2065.30
2016/5/2,2081.43
2016/5/3,2063.37
2016/5/4,2051.12
2016/5/5,2050.63
2016/5/6,2057.14
2016/5/9,2058.69
2016/5/10,2084.39
2016/5/11,2064.46
2016/5/12,2064.11
2016/5/13,2046.61
2016/5/16,2066.66
2016/5/17,2047.21
2016/5/18,2047.63
2016/5/19,2040.04
2016/5/20,2052.32
2016/5/23,2048.04
2016/5/24,2076.06
2016/5/25,2090.54
2016/5/26,2090.10
2016/5/27,2099.06
2016/5/31,2096.96
2016/6/1,2099.33
2016/6/2,2105.26
2016/6/3,2099.13
2016/6/6,2109.41
2016/6/7,2112.13
2016/6/8,2119.12
2016/6/9,2115.48
2016/6/10,2096.07
2016/6/13,2079.06
2016/6/14,2075.32
2016/6/15,2071.50
2016/6/16,2077.99
2016/6/17,2071.22
2016/6/20,2083.25
2016/6/21,2088.90
2016/6/22,2085.45
2016/6/23,2113.32
2016/6/24,2037.41
2016/6/27,2000.54
2016/6/28,2036.09
2016/6/29,2070.77
2016/6/30,2098.86
2016/7/1,2102.95
2016/7/5,2088.55
2016/7/6,2099.73
2016/7/7,2097.90
2016/7/8,2129.90
2016/7/11,2137.16
2016/7/12,2152.14
2016/7/13,2152.43
2016/7/14,2163.75
2016/7/15,2161.74
2016/7/18,2166.89
2016/7/19,2163.78
2016/7/20,2173.02
2016/7/21,2165.17
2016/7/22,2175.03
2016/7/25,2168.48
2016/7/26,2169.18
2016/7/27,2166.58
2016/7/28,2170.06
2016/7/29,2173.60
2016/8/1,2170.84
2016/8/2,2157.03
2016/8/3,2163.79
2016/8/4,2164.25
2016/8/5,2182.87
2016/8/8,2180.89
2016/8/9,2181.74
2016/8/10,2175.49
2016/8/11,2185.79
2016/8/12,2184.05
2016/8/15,2190.15
2016/8/16,2178.15
2016/8/17,2182.22
2016/8/18,2187.02
2016/8/19,2183.87
2016/8/22,2182.64
2016/8/23,2186.90
2016/8/24,2175.44
2016/8/25,2172.47
2016/8/26,2169.04
2016/8/29,2180.38
2016/8/30,2176.12
2016/8/31,2170.95
2016/9/1,2170.86
2016/9/2,2179.98
2016/9/6,2186.48
2016/9/7,2186.16
2016/9/8,2181.30
2016/9/9,2127.81
2016/9/12,2159.04
2016/9/13,2127.02
2016/9/14,2125.77
2016/9/15,2147.26
2016/9/16,2139.16
2016/9/19,2139.12
2016/9/20,2139.76
2016/9/21,2163.12
2016/9/22,2177.18
2016/9/23,2164.69
2016/9/26,2146.10
2016/9/27,2159.93
2016/9/28,2171.37
2016/9/29,2151.13
2016/9/30,2168.27
2016/10/3,2161.20
2016/10/4,2150.49
2016/10/5,2159.73
2016/10/6,2160.77
2016/10/7,2153.74
2016/10/10,2163.66
2016/10/11,2136.73
2016/10/12,2139.18
2016/10/13,2132.55
2016/10/14,2132.98
2016/10/17,2126.50
2016/10/18,2139.60
2016/10/19,2144.29
2016/10/20,2141.34
2016/10/21,2141.16
2016/10/24,2151.33
2016/10/25,2143.16
2016/10/26,2139.43
2016/10/27,2133.04
2016/10/28,2126.41
2016/10/31,2126.15
2016/11/1,2111.72
2016/11/2,2097.94
2016/11/3,2088.66
2016/11/4,2085.18
2016/11/7,2131.52
2016/11/8,2139.56
2016/11/9,2163.26
2016/11/10,2167.48
2016/11/11,2164.45
2016/11/14,2164.20
2016/11/15,2180.39
2016/11/16,2176.94
2016/11/17,2187.12
2016/11/18,2181.90
2016/11/21,2198.18
2016/11/22,2202.94
2016/11/23,2204.72
2016/11/25,2213.35
2016/11/28,2201.72
2016/11/29,2204.66
2016/11/30,2198.81
2016/12/1,2191.08
2016/12/2,2191.95
2016/12/5,2204.71
2016/12/6,2212.23
2016/12/7,2241.35
2016/12/8,2246.19
2016/12/9,2259.53
2016/12/12,2256.96
2016/12/13,2271.72
2016/12/14,2253.28
2016/12/15,2262.03
2016/12/16,2258.07
2016/12/19,2262.53
2016/12/20,2270.76
2016/12/21,2265.18
2016/12/22,2260.96
2016/12/23,2263.79
2016/12/27,2268.88
2016/12/28,2249.92
2016/12/29,2249.26
2016/12/30,2238.83
2017/1/3,2257.83
2017/1/4,2270.75
2017/1/5,2269.00
2017/1/6,2276.98
2017/1/9,2268.90
2017/1/10,2268.90
2017/1/11,2275.32
2017/1/12,2270.44
2017/1/13,2274.64
2017/1/17,2267.89
2017/1/18,2271.89
2017/1/19,2263.69
2017/1/20,2271.31
2017/1/23,2265.20
2017/1/24,2280.07
2017/1/25,2298.37
2017/1/26,2296.68
2017/1/27,2294.69
2017/1/30,2280.90
2017/1/31,2278.87
2017/2/1,2279.55
2017/2/2,2280.85
2017/2/3,2297.42
2017/2/6,2292.56
2017/2/7,2293.08
2017/2/8,2294.67
2017/2/9,2307.87
2017/2/10,2316.10
2017/2/13,2328.25
2017/2/14,2337.58
2017/2/15,2349.25
2017/2/16,2347.22
2017/2/17,2351.16
2017/2/21,2365.38
2017/2/22,2362.82
2017/2/23,2363.81
2017/2/24,2367.34
2017/2/27,2369.75
2017/2/28,2363.64
2017/3/1,2395.96
2017/3/2,2381.92
2017/3/3,2383.12
2017/3/6,2375.31
2017/3/7,2368.39
2017/3/8,2362.98
2017/3/9,2364.87
2017/3/10,2372.60
2017/3/13,2373.47
2017/3/14,2365.45
2017/3/15,2385.26
2017/3/16,2381.38
2017/3/17,2378.25
2017/3/20,2373.47
2017/3/21,2344.02
2017/3/22,2348.45
2017/3/23,2345.96
2017/3/24,2343.98
2017/3/27,2341.59
2017/3/28,2358.57
2017/3/29,2361.13
2017/3/30,2368.06
2017/3/31,2362.72
2017/4/3,2358.84
2017/4/4,2360.16
2017/4/5,2352.95
2017/4/6,2357.49
2017/4/7,2355.54
2017/4/10,2357.16
2017/4/11,2353.78
2017/4/12,2344.93
2017/4/13,2328.95
2017/4/17,2349.01
2017/4/18,2342.19
2017/4/19,2338.17
2017/4/20,2355.84
2017/4/21,2348.69
2017/4/24,2374.15
2017/4/25,2388.61
2017/4/26,2387.45
2017/4/27,2388.77
2017/4/28,2384.20
2017/5/1,2388.33
2017/5/2,2391.17
2017/5/3,2388.13
2017/5/4,2389.52
2017/5/5,2399.29
2017/5/8,2399.38
2017/5/9,2396.92
2017/5/10,2399.63
2017/5/11,2394.44
2017/5/12,2390.90
2017/5/15,2402.32
2017/5/16,2400.67
2017/5/17,2357.03
2017/5/18,2365.72
2017/5/19,2381.73
2017/5/22,2394.02
2017/5/23,2398.42
2017/5/24,2404.39
2017/5/25,2415.07
2017/5/26,2415.82
2017/5/30,2412.91
2017/5/31,2411.80
2017/6/1,2430.06
2017/6/2,2439.07
2017/6/5,2436.10
2017/6/6,2429.33
2017/6/7,2433.14
2017/6/8,2433.79
2017/6/9,2431.77
2017/6/12,2429.39
2017/6/13,2440.35
2017/6/14,2437.92
2017/6/15,2432.46
2017/6/16,2433.15
2017/6/19,2453.46
2017/6/20,2437.03
2017/6/21,2435.61
2017/6/22,2434.50
2017/6/23,2438.30
2017/6/26,2439.07
2017/6/27,2419.38
2017/6/28,2440.69
2017/6/29,2419.70
2017/6/30,2423.41
2017/7/3,2429.01
2017/7/5,2432.54
2017/7/6,2409.75
2017/7/7,2425.18
2017/7/10,2427.43
2017/7/11,2425.53
2017/7/12,2443.25
2017/7/13,2447.83
2017/7/14,2459.27
2017/7/17,2459.14
2017/7/18,2460.61
2017/7/19,2473.83
2017/7/20,2473.45
2017/7/21,2472.54
2017/7/24,2469.91
2017/7/25,2477.13
2017/7/26,2477.83
2017/7/27,2475.42
2017/7/28,2472.10
2017/7/31,2470.30
2017/8/1,2476.35
2017/8/2,2477.57
2017/8/3,2472.16
2017/8/4,2476.83
2017/8/7,2480.91
2017/8/8,2474.92
2017/8/9,2474.02
2017/8/10,2438.21
2017/8/11,2441.32
2017/8/14,2465.84
2017/8/15,2464.61
2017/8/16,2468.11
2017/8/17,2430.01
2017/8/18,2425.55
2017/8/21,2428.37
2017/8/22,2452.51
2017/8/23,2444.04
2017/8/24,2438.97
2017/8/25,2443.05
2017/8/28,2444.24
2017/8/29,2446.30
2017/8/30,2457.59
2017/8/31,2471.65
2017/9/1,2476.55
2017/9/5,2457.85
2017/9/6,2465.54
2017/9/7,2465.10
2017/9/8,2461.43
2017/9/11,2488.11
2017/9/12,2496.48
2017/9/13,2498.37
2017/9/14,2495.62
2017/9/15,2500.23
2017/9/18,2503.87
2017/9/19,2506.65
2017/9/20,2508.24
2017/9/21,2500.60
2017/9/22,2502.22
2017/9/25,2496.66
2017/9/26,2496.84
2017/9/27,2507.04
2017/9/28,2510.06
2017/9/29,2519.36
2017/10/2,2529.12
2017/10/3,2534.58
2017/10/4,2537.74
2017/10/5,2552.07
2017/10/6,2549.33
2017/10/9,2544.73
2017/10/10,2550.64
2017/10/11,2555.24
2017/10/12,2550.93
2017/10/13,2553.17
2017/10/16,2557.64
2017/10/17,2559.36
2017/10/18,2561.26
2017/10/19,2562.10
2017/10/20,2575.21
2017/10/23,2564.98
2017/10/24,2569.13
2017/10/25,2557.15
2017/10/26,2560.40
2017/10/27,2581.07
2017/10/30,2572.83
2017/10/31,2575.26
2017/11/1,2579.36
2017/11/2,2579.85
2017/11/3,2587.84
2017/11/6,2591.13
2017/11/7,2590.64
2017/11/8,2594.38
2017/11/9,2584.62
2017/11/10,2582.30
2017/11/13,2584.84
2017/11/14,2578.87
2017/11/15,2564.62
2017/11/16,2585.64
2017/11/17,2578.85
2017/11/20,2582.14
2017/11/21,2599.03
2017/11/22,2597.08
2017/11/24,2602.42
2017/11/27,2601.42
2017/11/28,2627.04
2017/11/29,2626.07
2017/11/30,2647.58
2017/12/1,2642.22
2017/12/4,2639.44
2017/12/5,2629.57
2017/12/6,2629.27
2017/12/7,2636.98
2017/12/8,2651.50
2017/12/11,2659.99
2017/12/12,2664.11
2017/12/13,2662.85
2017/12/14,2652.01
2017/12/15,2675.81
2017/12/18,2690.16
2017/12/19,2681.47
2017/12/20,2679.25
2017/12/21,2684.57
2017/12/22,2683.34
2017/12/26,2680.50
2017/12/27,2682.62
2017/12/28,2687.54
2017/12/29,2673.61
2018/1/2,2695.81
2018/1/3,2713.06
2018/1/4,2723.99
2018/1/5,2743.15
2018/1/8,2747.71
2018/1/9,2751.29
2018/1/10,2748.23
2018/1/11,2767.56
2018/1/12,2786.24
2018/1/16,2776.42
2018/1/17,2802.56
2018/1/18,2798.03
2018/1/19,2810.30
2018/1/22,2832.97
2018/1/23,2839.13
2018/1/24,2837.54
2018/1/25,2839.25
2018/1/26,2872.87
2018/1/29,2853.53
2018/1/30,2822.43
2018/1/31,2823.81
2018/2/1,2821.98
2018/2/2,2762.13
2018/2/5,2648.94
2018/2/6,2695.14
2018/2/7,2681.66
2018/2/8,2581.00
2018/2/9,2619.55
2018/2/12,2656.00
2018/2/13,2662.94
2018/2/14,2698.63
2018/2/15,2731.20
2018/2/16,2732.22
2018/2/20,2716.26
2018/2/21,2701.33
2018/2/22,2703.96
2018/2/23,2747.30
2018/2/26,2779.60
2018/2/27,2744.28
2018/2/28,2713.83
2018/3/1,2677.67
2018/3/2,2691.25
2018/3/5,2720.94
2018/3/6,2728.12
2018/3/7,2726.80
2018/3/8,2738.97
2018/3/9,2786.57
2018/3/12,2783.02
2018/3/13,2765.31
2018/3/14,2749.48
2018/3/15,2747.33
2018/3/16,2752.01
2018/3/19,2712.92
2018/3/20,2716.94
2018/3/21,2711.93
2018/3/22,2643.69
2018/3/23,2588.26
2018/3/26,2658.55
2018/3/27,2612.62
2018/3/28,2605.00
2018/3/29,2640.87
2018/4/2,2581.88
2018/4/3,2614.45
2018/4/4,2644.69
2018/4/5,2662.84
2018/4/6,2604.47
2018/4/9,2613.16
2018/4/10,2656.87
2018/4/11,2642.19
2018/4/12,2663.99
2018/4/13,2656.30
2018/4/16,2677.84
2018/4/17,2706.39
2018/4/18,2708.64
2018/4/19,2693.13
2018/4/20,2670.14
2018/4/23,2670.29
2018/4/24,2634.56
2018/4/25,2639.40
2018/4/26,2666.94
2018/4/27,2669.91
2018/4/30,2648.05
2018/5/1,2654.80
2018/5/2,2635.67
2018/5/3,2629.73
2018/5/4,2663.42
2018/5/7,2672.63
2018/5/8,2671.92
2018/5/9,2697.79
2018/5/10,2723.07
2018/5/11,2727.72
2018/5/14,2730.13
2018/5/15,2711.45
2018/5/16,2722.46
2018/5/17,2720.13
2018/5/18,2712.97
2018/5/21,2733.01
2018/5/22,2724.44
2018/5/23,2733.29
2018/5/24,2727.76
2018/5/25,2721.33
2018/5/29,2689.86
2018/5/30,2724.01
2018/5/31,2705.27
2018/6/1,2734.62
2018/6/4,2746.87
2018/6/5,2748.80
2018/6/6,2772.35
2018/6/7,2770.37
2018/6/8,2779.03
2018/6/11,2782.00
2018/6/12,2786.85
2018/6/13,2775.63
2018/6/14,2782.49
2018/6/15,2779.66
2018/6/18,2773.75
2018/6/19,2762.59
2018/6/20,2767.32
2018/6/21,2749.76
2018/6/22,2754.88
2018/6/25,2717.07
2018/6/26,2723.06
2018/6/27,2699.63
2018/6/28,2716.31
2018/6/29,2718.37
2018/7/2,2726.71
2018/7/3,2713.22
2018/7/5,2736.61
2018/7/6,2759.82
2018/7/9,2784.17
2018/7/10,2793.84
2018/7/11,2774.02
2018/7/12,2798.29
2018/7/13,2801.31
2018/7/16,2798.43
2018/7/17,2809.55
2018/7/18,2815.62
2018/7/19,2804.49
2018/7/20,2801.83
2018/7/23,2806.98
2018/7/24,2820.40
2018/7/25,2846.07
2018/7/26,2837.44
2018/7/27,2818.82
2018/7/30,2802.60
2018/7/31,2816.29
