	code	name	HY_CODE	HY_NAME
604	603505.XSHG	金石资源	HY002	材料
605	603527.XSHG	众源新材	HY002	材料
606	603580.XSHG	艾艾精工	HY002	材料
607	603585.XSHG	苏利股份	HY002	材料
608	603599.XSHG	广信股份	HY002	材料
609	603601.XSHG	再升科技	HY002	材料
610	603607.XSHG	京华激光	HY002	材料
611	603612.XSHG	索通发展	HY002	材料
612	603639.XSHG	海利尔	HY002	材料
613	603650.XSHG	彤程新材	HY002	材料
614	603659.XSHG	璞泰来	HY002	材料
615	603663.XSHG	三祥新材	HY002	材料
616	603681.XSHG	永冠新材	HY002	材料
617	603683.XSHG	晶华新材	HY002	材料
618	603687.XSHG	大胜达	HY002	材料
619	603688.XSHG	石英股份	HY002	材料
620	603722.XSHG	阿科力	HY002	材料
621	603725.XSHG	天安新材	HY002	材料
622	603733.XSHG	仙鹤股份	HY002	材料
623	603737.XSHG	三棵树	HY002	材料
624	603790.XSHG	雅运股份	HY002	材料
625	603799.XSHG	华友钴业	HY002	材料
626	603810.XSHG	丰山集团	HY002	材料
627	603822.XSHG	嘉澳环保	HY002	材料
628	603823.XSHG	百合花	HY002	材料
629	603826.XSHG	坤彩科技	HY002	材料
630	603863.XSHG	松炀资源	HY002	材料
631	603867.XSHG	新化股份	HY002	材料
632	603876.XSHG	鼎胜新材	HY002	材料
633	603878.XSHG	武进不锈	HY002	材料
634	603879.XSHG	永悦科技	HY002	材料
635	603916.XSHG	苏博特	HY002	材料
636	603928.XSHG	兴业股份	HY002	材料
637	603937.XSHG	丽岛新材	HY002	材料
638	603938.XSHG	三孚股份	HY002	材料
639	603948.XSHG	建业股份	HY002	材料
640	603968.XSHG	醋化股份	HY002	材料
641	603969.XSHG	银龙股份	HY002	材料
642	603977.XSHG	国泰集团	HY002	材料
643	603978.XSHG	深圳新星	HY002	材料
644	603980.XSHG	吉华集团	HY002	材料
645	603991.XSHG	至正股份	HY002	材料
646	603993.XSHG	洛阳钼业	HY002	材料
647	603995.XSHG	甬金股份	HY002	材料
648	688005.XSHG	容百科技	HY002	材料
649	688019.XSHG	安集科技	HY002	材料
650	688026.XSHG	洁特生物	HY002	材料
651	688116.XSHG	天奈科技	HY002	材料
652	688122.XSHG	西部超导	HY002	材料
653	688186.XSHG	广大特材	HY002	材料
654	688196.XSHG	卓越新能	HY002	材料
655	688199.XSHG	久日新材	HY002	材料
656	688268.XSHG	华特气体	HY002	材料
657	688299.XSHG	长阳科技	HY002	材料
658	688300.XSHG	联瑞新材	HY002	材料
659	688357.XSHG	建龙微纳	HY002	材料
660	688388.XSHG	嘉元科技	HY002	材料
661	688398.XSHG	赛特新材	HY002	材料
662	688598.XSHG	金博股份	HY002	材料
663	000005.XSHE	世纪星源	HY003	工业
664	000008.XSHE	神州高铁	HY003	工业
665	000009.XSHE	中国宝安	HY003	工业
666	000010.XSHE	*ST美丽	HY003	工业
667	000019.XSHE	深粮控股	HY003	工业
668	000035.XSHE	中国天楹	HY003	工业
669	000039.XSHE	中集集团	HY003	工业
670	000049.XSHE	德赛电池	HY003	工业
671	000055.XSHE	方大集团	HY003	工业
672	000056.XSHE	皇庭国际	HY003	工业
673	000065.XSHE	北方国际	HY003	工业
674	000068.XSHE	华控赛格	HY003	工业
675	000088.XSHE	盐田港	HY003	工业
676	000089.XSHE	深圳机场	HY003	工业
677	000090.XSHE	天健集团	HY003	工业
678	000099.XSHE	中信海直	HY003	工业
679	000151.XSHE	中成股份	HY003	工业
680	000157.XSHE	中联重科	HY003	工业
681	000338.XSHE	潍柴动力	HY003	工业
682	000400.XSHE	许继电气	HY003	工业
683	000404.XSHE	长虹华意	HY003	工业
684	000409.XSHE	ST地矿	HY003	工业
685	000410.XSHE	*ST沈机	HY003	工业
686	000425.XSHE	徐工机械	HY003	工业
687	000429.XSHE	粤高速A	HY003	工业
688	000498.XSHE	山东路桥	HY003	工业
689	000507.XSHE	珠海港	HY003	工业
690	000509.XSHE	*ST华塑	HY003	工业
691	000519.XSHE	中兵红箭	HY003	工业
692	000520.XSHE	长航凤凰	HY003	工业
693	000528.XSHE	柳工	HY003	工业
694	000529.XSHE	广弘控股	HY003	工业
695	000530.XSHE	冰山冷热	HY003	工业
696	000547.XSHE	航天发展	HY003	工业
697	000548.XSHE	湖南投资	HY003	工业
698	000551.XSHE	创元科技	HY003	工业
699	000557.XSHE	西部创业	HY003	工业
700	000570.XSHE	苏常柴A	HY003	工业
701	000571.XSHE	*ST大洲	HY003	工业
702	000582.XSHE	北部湾港	HY003	工业
703	000584.XSHE	哈工智能	HY003	工业
704	000585.XSHE	*ST东电	HY003	工业
705	000595.XSHE	*ST宝实	HY003	工业
706	000619.XSHE	海螺型材	HY003	工业
707	000626.XSHE	远大控股	HY003	工业
708	000628.XSHE	高新发展	HY003	工业
709	000632.XSHE	三木集团	HY003	工业
710	000638.XSHE	万方发展	HY003	工业
711	000652.XSHE	泰达股份	HY003	工业
712	000666.XSHE	经纬纺机	HY003	工业
713	000680.XSHE	山推股份	HY003	工业
714	000682.XSHE	东方电子	HY003	工业
715	000687.XSHE	*ST华讯	HY003	工业
716	000695.XSHE	滨海能源	HY003	工业
717	000697.XSHE	炼石航空	HY003	工业
718	000701.XSHE	厦门信达	HY003	工业
719	000711.XSHE	京蓝科技	HY003	工业
720	000738.XSHE	航发控制	HY003	工业
721	000755.XSHE	山西路桥	HY003	工业
722	000768.XSHE	中航飞机	HY003	工业
723	000777.XSHE	中核科技	HY003	工业
724	000779.XSHE	甘咨询	HY003	工业
725	000803.XSHE	*ST金宇	HY003	工业
726	000806.XSHE	*ST银河	HY003	工业
727	000811.XSHE	冰轮环境	HY003	工业
728	000812.XSHE	陕西金叶	HY003	工业
729	000816.XSHE	ST慧业	HY003	工业
730	000820.XSHE	*ST节能	HY003	工业
731	000821.XSHE	京山轻机	HY003	工业
732	000826.XSHE	启迪环境	HY003	工业
733	000828.XSHE	东莞控股	HY003	工业
734	000833.XSHE	粤桂股份	HY003	工业
735	000837.XSHE	*ST秦机	HY003	工业
736	000856.XSHE	冀东装备	HY003	工业
737	000861.XSHE	海印股份	HY003	工业
738	000880.XSHE	潍柴重机	HY003	工业
739	000881.XSHE	中广核技	HY003	工业
740	000885.XSHE	城发环境	HY003	工业
741	000900.XSHE	现代投资	HY003	工业
742	000903.XSHE	云内动力	HY003	工业
743	000905.XSHE	厦门港务	HY003	工业
744	000906.XSHE	浙商中拓	HY003	工业
745	000922.XSHE	佳电股份	HY003	工业
746	000925.XSHE	众合科技	HY003	工业
747	000928.XSHE	中钢国际	HY003	工业
748	000951.XSHE	中国重汽	HY003	工业
749	000967.XSHE	盈峰环境	HY003	工业
750	000976.XSHE	华铁股份	HY003	工业
751	001872.XSHE	招商港口	HY003	工业
752	001965.XSHE	招商公路	HY003	工业
753	002006.XSHE	精功科技	HY003	工业
754	002009.XSHE	天奇股份	HY003	工业
755	002010.XSHE	传化智联	HY003	工业
756	002011.XSHE	盾安环境	HY003	工业
757	002013.XSHE	中航机电	HY003	工业
758	002021.XSHE	ST中捷	HY003	工业
759	002023.XSHE	海特高新	HY003	工业
760	002026.XSHE	山东威达	HY003	工业
761	002028.XSHE	思源电气	HY003	工业
762	002031.XSHE	巨轮智能	HY003	工业
763	002034.XSHE	旺能环境	HY003	工业
764	002040.XSHE	南京港	HY003	工业
765	002046.XSHE	轴研科技	HY003	工业
766	002047.XSHE	宝鹰股份	HY003	工业
767	002050.XSHE	三花智控	HY003	工业
768	002051.XSHE	中工国际	HY003	工业
769	002058.XSHE	威尔泰	HY003	工业
770	002060.XSHE	粤水电	HY003	工业
771	002061.XSHE	浙江交科	HY003	工业
772	002062.XSHE	宏润建设	HY003	工业
773	002073.XSHE	软控股份	HY003	工业
774	002074.XSHE	国轩高科	HY003	工业
775	002081.XSHE	金螳螂	HY003	工业
776	002084.XSHE	海鸥住工	HY003	工业
777	002090.XSHE	金智科技	HY003	工业
778	002091.XSHE	江苏国泰	HY003	工业
779	002097.XSHE	山河智能	HY003	工业
780	002111.XSHE	威海广泰	HY003	工业
781	002112.XSHE	三变科技	HY003	工业
782	002116.XSHE	中国海诚	HY003	工业
783	002117.XSHE	东港股份	HY003	工业
784	002120.XSHE	韵达股份	HY003	工业
785	002121.XSHE	*ST科陆	HY003	工业
786	002122.XSHE	*ST天马	HY003	工业
787	002130.XSHE	沃尔核材	HY003	工业
788	002135.XSHE	东南网架	HY003	工业
789	002140.XSHE	东华科技	HY003	工业
790	002141.XSHE	贤丰控股	HY003	工业
791	002150.XSHE	通润装备	HY003	工业
792	002151.XSHE	北斗星通	HY003	工业
793	002158.XSHE	汉钟精机	HY003	工业
794	002162.XSHE	悦心健康	HY003	工业
795	002163.XSHE	海南发展	HY003	工业
796	002164.XSHE	宁波东力	HY003	工业
797	002169.XSHE	智光电气	HY003	工业
798	002176.XSHE	*ST江特	HY003	工业
799	002183.XSHE	怡亚通	HY003	工业
800	002184.XSHE	海得控制	HY003	工业
801	002190.XSHE	成飞集成	HY003	工业
802	002191.XSHE	劲嘉股份	HY003	工业
803	002196.XSHE	方正电机	HY003	工业
804	002200.XSHE	ST云投	HY003	工业
805	002202.XSHE	金风科技	HY003	工业
806	002204.XSHE	大连重工	HY003	工业
807	002205.XSHE	国统股份	HY003	工业
808	002209.XSHE	达意隆	HY003	工业
809	002210.XSHE	*ST飞马	HY003	工业
810	002212.XSHE	南洋股份	HY003	工业
811	002227.XSHE	奥特迅	HY003	工业
812	002229.XSHE	鸿博股份	HY003	工业
813	002245.XSHE	澳洋顺昌	HY003	工业
814	002248.XSHE	华东数控	HY003	工业
815	002249.XSHE	大洋电机	HY003	工业
816	002255.XSHE	*ST海陆	HY003	工业
817	002266.XSHE	浙富控股	HY003	工业
818	002270.XSHE	华明装备	HY003	工业
819	002272.XSHE	川润股份	HY003	工业
820	002276.XSHE	万马股份	HY003	工业
821	002282.XSHE	博深股份	HY003	工业
822	002297.XSHE	博云新材	HY003	工业
823	002300.XSHE	太阳电缆	HY003	工业
824	002301.XSHE	齐心集团	HY003	工业
825	002307.XSHE	北新路桥	HY003	工业
826	002309.XSHE	中利集团	HY003	工业
827	002310.XSHE	东方园林	HY003	工业
828	002312.XSHE	三泰控股	HY003	工业
829	002320.XSHE	海峡股份	HY003	工业
830	002322.XSHE	理工环科	HY003	工业
831	002323.XSHE	*ST雅博	HY003	工业
832	002325.XSHE	洪涛股份	HY003	工业
833	002333.XSHE	ST罗普	HY003	工业
834	002334.XSHE	英威腾	HY003	工业
835	002335.XSHE	科华恒盛	HY003	工业
836	002337.XSHE	赛象科技	HY003	工业
837	002338.XSHE	奥普光电	HY003	工业
838	002339.XSHE	积成电子	HY003	工业
839	002342.XSHE	巨力索具	HY003	工业
840	002346.XSHE	柘中股份	HY003	工业
841	002347.XSHE	泰尔股份	HY003	工业
842	002350.XSHE	北京科锐	HY003	工业
843	002352.XSHE	顺丰控股	HY003	工业
844	002357.XSHE	富临运业	HY003	工业
845	002358.XSHE	森源电气	HY003	工业
846	002359.XSHE	*ST北讯	HY003	工业
847	002364.XSHE	中恒电气	HY003	工业
848	002366.XSHE	台海核电	HY003	工业
849	002367.XSHE	康力电梯	HY003	工业
850	002372.XSHE	伟星新材	HY003	工业
851	002374.XSHE	丽鹏股份	HY003	工业
852	002375.XSHE	亚厦股份	HY003	工业
853	002380.XSHE	科远智慧	HY003	工业
854	002383.XSHE	合众思壮	HY003	工业
855	002389.XSHE	航天彩虹	HY003	工业
856	002413.XSHE	雷科防务	HY003	工业
857	002430.XSHE	杭氧股份	HY003	工业
858	002431.XSHE	棕榈股份	HY003	工业
859	002438.XSHE	江苏神通	HY003	工业
860	002441.XSHE	众业达	HY003	工业
861	002444.XSHE	巨星科技	HY003	工业
862	002451.XSHE	摩恩电气	HY003	工业
863	002452.XSHE	长高集团	HY003	工业
864	002457.XSHE	青龙管业	HY003	工业
865	002468.XSHE	申通快递	HY003	工业
866	002469.XSHE	三维工程	HY003	工业
867	002471.XSHE	中超控股	HY003	工业
868	002472.XSHE	双环传动	HY003	工业
869	002480.XSHE	新筑股份	HY003	工业
870	002482.XSHE	广田集团	HY003	工业
871	002483.XSHE	润邦股份	HY003	工业
872	002487.XSHE	大金重工	HY003	工业
873	002492.XSHE	恒基达鑫	HY003	工业
874	002498.XSHE	汉缆股份	HY003	工业
875	002504.XSHE	弘高创意	HY003	工业
876	002509.XSHE	天茂退	HY003	工业
877	002514.XSHE	宝馨科技	HY003	工业
878	002518.XSHE	科士达	HY003	工业
879	002520.XSHE	日发精机	HY003	工业
880	002523.XSHE	天桥起重	HY003	工业
881	002526.XSHE	山东矿机	HY003	工业
882	002527.XSHE	新时达	HY003	工业
883	002531.XSHE	天顺风能	HY003	工业
884	002532.XSHE	新界泵业	HY003	工业
885	002533.XSHE	金杯电工	HY003	工业
886	002534.XSHE	杭锅股份	HY003	工业
887	002535.XSHE	*ST林重	HY003	工业
888	002541.XSHE	鸿路钢构	HY003	工业
889	002542.XSHE	中化岩土	HY003	工业
890	002545.XSHE	东方铁塔	HY003	工业
891	002546.XSHE	新联电子	HY003	工业
892	002547.XSHE	春兴精工	HY003	工业
893	002552.XSHE	宝鼎科技	HY003	工业
894	002559.XSHE	亚威股份	HY003	工业
895	002560.XSHE	通达股份	HY003	工业
896	002564.XSHE	天沃科技	HY003	工业
897	002573.XSHE	清新环境	HY003	工业
898	002576.XSHE	通达动力	HY003	工业
899	002580.XSHE	圣阳股份	HY003	工业
900	002586.XSHE	*ST围海	HY003	工业
901	002595.XSHE	豪迈科技	HY003	工业
902	002598.XSHE	山东章鼓	HY003	工业
903	002599.XSHE	盛通股份	HY003	工业
904	002606.XSHE	大连电瓷	HY003	工业
905	002611.XSHE	东方精工	HY003	工业
906	002613.XSHE	北玻股份	HY003	工业
907	002617.XSHE	露笑科技	HY003	工业
908	002620.XSHE	瑞和股份	HY003	工业
909	002622.XSHE	融钰集团	HY003	工业
910	002623.XSHE	亚玛顿	HY003	工业
911	002625.XSHE	光启技术	HY003	工业
912	002627.XSHE	宜昌交运	HY003	工业
913	002628.XSHE	成都路桥	HY003	工业
914	002630.XSHE	华西能源	HY003	工业
915	002633.XSHE	申科股份	HY003	工业
916	002638.XSHE	*ST勤上	HY003	工业
917	002639.XSHE	雪人股份	HY003	工业
918	002641.XSHE	永高股份	HY003	工业
919	002645.XSHE	华宏科技	HY003	工业
920	002651.XSHE	利君股份	HY003	工业
921	002652.XSHE	扬子新材	HY003	工业
922	002660.XSHE	茂硕电源	HY003	工业
923	002663.XSHE	普邦股份	HY003	工业
924	002665.XSHE	首航高科	HY003	工业
925	002667.XSHE	鞍重股份	HY003	工业
926	002671.XSHE	龙泉股份	HY003	工业
927	002672.XSHE	东江环保	HY003	工业
928	002682.XSHE	龙洲股份	HY003	工业
929	002684.XSHE	*ST猛狮	HY003	工业
930	002685.XSHE	华东重机	HY003	工业
931	002686.XSHE	亿利达	HY003	工业
932	002689.XSHE	远大智能	HY003	工业
933	002690.XSHE	美亚光电	HY003	工业
934	002691.XSHE	冀凯股份	HY003	工业
935	002692.XSHE	ST远程	HY003	工业
936	002694.XSHE	顾地科技	HY003	工业
937	002698.XSHE	博实股份	HY003	工业
938	002706.XSHE	良信电器	HY003	工业
939	002711.XSHE	*ST欧浦	HY003	工业
940	002713.XSHE	东易日盛	HY003	工业
941	002717.XSHE	岭南股份	HY003	工业
942	002718.XSHE	友邦吊顶	HY003	工业
943	002722.XSHE	金轮股份	HY003	工业
944	002724.XSHE	海洋王	HY003	工业
945	002729.XSHE	好利来	HY003	工业
946	002730.XSHE	电光科技	HY003	工业
947	002733.XSHE	雄韬股份	HY003	工业
948	002738.XSHE	中矿资源	HY003	工业
949	002743.XSHE	富煌钢构	HY003	工业
950	002747.XSHE	埃斯顿	HY003	工业
951	002751.XSHE	易尚展示	HY003	工业
952	002757.XSHE	南兴股份	HY003	工业
953	002760.XSHE	凤形股份	HY003	工业
954	002767.XSHE	先锋电子	HY003	工业
955	002769.XSHE	普路通	HY003	工业
956	002774.XSHE	快意电梯	HY003	工业
957	002775.XSHE	文科园林	HY003	工业
958	002779.XSHE	中坚科技	HY003	工业
959	002781.XSHE	奇信股份	HY003	工业
960	002786.XSHE	银宝山新	HY003	工业
961	002789.XSHE	建艺集团	HY003	工业
962	002790.XSHE	瑞尔特	HY003	工业
963	002791.XSHE	坚朗五金	HY003	工业
964	002795.XSHE	永和智控	HY003	工业
965	002796.XSHE	世嘉科技	HY003	工业
966	002798.XSHE	帝欧家居	HY003	工业
967	002800.XSHE	天顺股份	HY003	工业
968	002801.XSHE	微光股份	HY003	工业
969	002811.XSHE	郑中设计	HY003	工业
970	002816.XSHE	和科达	HY003	工业
971	002822.XSHE	中装建设	HY003	工业
972	002823.XSHE	凯中精密	HY003	工业
973	002829.XSHE	星网宇达	HY003	工业
974	002830.XSHE	名雕股份	HY003	工业
975	002833.XSHE	弘亚数控	HY003	工业
976	002836.XSHE	新宏泽	HY003	工业
977	002837.XSHE	英维克	HY003	工业
978	002843.XSHE	泰嘉股份	HY003	工业
979	002849.XSHE	威星智能	HY003	工业
980	002850.XSHE	科达利	HY003	工业
981	002851.XSHE	麦格米特	HY003	工业
982	002856.XSHE	美芝股份	HY003	工业
983	002857.XSHE	三晖电气	HY003	工业
984	002860.XSHE	星帅尔	HY003	工业
985	002871.XSHE	伟隆股份	HY003	工业
986	002877.XSHE	智能自控	HY003	工业
987	002879.XSHE	长缆科技	HY003	工业
988	002882.XSHE	金龙羽	HY003	工业
989	002883.XSHE	中设股份	HY003	工业
990	002884.XSHE	凌霄泵业	HY003	工业
991	002887.XSHE	绿茵生态	HY003	工业
992	002889.XSHE	东方嘉盛	HY003	工业
993	002890.XSHE	弘宇股份	HY003	工业
994	002892.XSHE	科力尔	HY003	工业
995	002896.XSHE	中大力德	HY003	工业
996	002903.XSHE	宇环数控	HY003	工业
997	002918.XSHE	蒙娜丽莎	HY003	工业
998	002921.XSHE	联诚精密	HY003	工业
999	002922.XSHE	伊戈尔	HY003	工业
1000	002927.XSHE	泰永长征	HY003	工业
1001	002928.XSHE	华夏航空	HY003	工业
1002	002930.XSHE	宏川智慧	HY003	工业
1003	002931.XSHE	锋龙股份	HY003	工业
1004	002933.XSHE	新兴装备	HY003	工业
1005	002935.XSHE	天奥电子	HY003	工业
1006	002941.XSHE	新疆交建	HY003	工业
1007	002943.XSHE	宇晶股份	HY003	工业
1008	002949.XSHE	华阳国际	HY003	工业
1009	002951.XSHE	金时科技	HY003	工业
1010	002953.XSHE	日丰股份	HY003	工业
1011	002957.XSHE	科瑞技术	HY003	工业
1012	002963.XSHE	豪尔赛	HY003	工业
1013	002967.XSHE	广电计量	HY003	工业
1014	002973.XSHE	侨银环保	HY003	工业
1015	002975.XSHE	博杰股份	HY003	工业
1016	002979.XSHE	雷赛智能	HY003	工业
1017	002980.XSHE	华盛昌	HY003	工业
1018	002985.XSHE	北摩高科	HY003	工业
1019	300001.XSHE	特锐德	HY003	工业
1020	300004.XSHE	南风股份	HY003	工业
1021	300008.XSHE	天海防务	HY003	工业
1022	300011.XSHE	鼎汉技术	HY003	工业
1023	300012.XSHE	华测检测	HY003	工业
1024	300013.XSHE	新宁物流	HY003	工业
1025	300014.XSHE	亿纬锂能	HY003	工业
1026	300018.XSHE	中元股份	HY003	工业
1027	300021.XSHE	大禹节水	HY003	工业
1028	300024.XSHE	机器人	HY003	工业
1029	300035.XSHE	中科电气	HY003	工业
1030	300040.XSHE	九洲电气	HY003	工业
1031	300048.XSHE	合康新能	HY003	工业
1032	300055.XSHE	万邦达	HY003	工业
1033	300056.XSHE	中创环保	HY003	工业
1034	300062.XSHE	中能电气	HY003	工业
1035	300066.XSHE	三川智慧	HY003	工业
1036	300068.XSHE	南都电源	HY003	工业
1037	300069.XSHE	金利华电	HY003	工业
1038	300070.XSHE	碧水源	HY003	工业
1039	300072.XSHE	三聚环保	HY003	工业
1040	300090.XSHE	盛运环保	HY003	工业
1041	300091.XSHE	金通灵	HY003	工业
1042	300092.XSHE	科新机电	HY003	工业
1043	300095.XSHE	华伍股份	HY003	工业
1044	300097.XSHE	智云股份	HY003	工业
1045	300101.XSHE	振芯科技	HY003	工业
1046	300103.XSHE	达刚控股	HY003	工业
1047	300105.XSHE	龙源技术	HY003	工业
1048	300112.XSHE	万讯自控	HY003	工业
1049	300116.XSHE	坚瑞沃能	HY003	工业
1050	300117.XSHE	嘉寓股份	HY003	工业
1051	300123.XSHE	亚光科技	HY003	工业
1052	300124.XSHE	汇川技术	HY003	工业
1053	300125.XSHE	聆达股份	HY003	工业
1054	300126.XSHE	锐奇股份	HY003	工业
1055	300129.XSHE	泰胜风能	HY003	工业
1056	300140.XSHE	中环装备	HY003	工业
1057	300141.XSHE	和顺电气	HY003	工业
1058	300145.XSHE	中金环境	HY003	工业
1059	300151.XSHE	昌红科技	HY003	工业
1060	300152.XSHE	科融环境	HY003	工业
1061	300153.XSHE	科泰电源	HY003	工业
1062	300154.XSHE	瑞凌股份	HY003	工业
1063	300156.XSHE	神雾环保	HY003	工业
1064	300159.XSHE	新研股份	HY003	工业
1065	300161.XSHE	华中数控	HY003	工业
1066	300171.XSHE	东富龙	HY003	工业
1067	300172.XSHE	中电环保	HY003	工业
1068	300173.XSHE	智慧松德	HY003	工业
1069	300177.XSHE	中海达	HY003	工业
1070	300185.XSHE	通裕重工	HY003	工业
1071	300187.XSHE	永清环保	HY003	工业
1072	300190.XSHE	维尔利	HY003	工业
1073	300193.XSHE	佳士科技	HY003	工业
1074	300195.XSHE	长荣股份	HY003	工业
1075	300197.XSHE	铁汉生态	HY003	工业
1076	300198.XSHE	纳川股份	HY003	工业
1077	300201.XSHE	海伦哲	HY003	工业
1078	300207.XSHE	欣旺达	HY003	工业
1079	300208.XSHE	青岛中程	HY003	工业
1080	300210.XSHE	森远股份	HY003	工业
1081	300215.XSHE	电科院	HY003	工业
1082	300216.XSHE	千山药机	HY003	工业
1083	300222.XSHE	科大智能	HY003	工业
1084	300228.XSHE	富瑞特装	HY003	工业
1085	300230.XSHE	永利股份	HY003	工业
1086	300234.XSHE	开尔新材	HY003	工业
1087	300237.XSHE	美晨生态	HY003	工业
1088	300240.XSHE	飞力达	HY003	工业
1089	300249.XSHE	依米康	HY003	工业
1090	300257.XSHE	开山股份	HY003	工业
1091	300259.XSHE	新天科技	HY003	工业
1092	300260.XSHE	新莱应材	HY003	工业
1093	300262.XSHE	巴安水务	HY003	工业
1094	300263.XSHE	隆华科技	HY003	工业
1095	300265.XSHE	通光线缆	HY003	工业
1096	300266.XSHE	兴源环境	HY003	工业
1097	300274.XSHE	阳光电源	HY003	工业
1098	300276.XSHE	三丰智能	HY003	工业
1099	300278.XSHE	华昌达	HY003	工业
1100	300281.XSHE	金明精机	HY003	工业
1101	300283.XSHE	温州宏丰	HY003	工业
1102	300284.XSHE	苏交科	HY003	工业
1103	300286.XSHE	安科瑞	HY003	工业
1104	300293.XSHE	蓝英装备	HY003	工业
1105	300307.XSHE	慈星股份	HY003	工业
1106	300308.XSHE	中际旭创	HY003	工业
1107	300334.XSHE	津膜科技	HY003	工业
1108	300335.XSHE	迪森股份	HY003	工业
1109	300341.XSHE	麦克奥迪	HY003	工业
1110	300342.XSHE	天银机电	HY003	工业
1111	300344.XSHE	太空智造	HY003	工业
1112	300345.XSHE	红宇新材	HY003	工业
1113	300349.XSHE	金卡智能	HY003	工业
1114	300350.XSHE	华鹏飞	HY003	工业
1115	300355.XSHE	蒙草生态	HY003	工业
1116	300356.XSHE	光一科技	HY003	工业
1117	300358.XSHE	楚天科技	HY003	工业
1118	300360.XSHE	炬华科技	HY003	工业
1119	300362.XSHE	天翔环境	HY003	工业
1120	300370.XSHE	安控科技	HY003	工业
1121	300371.XSHE	汇中股份	HY003	工业
1122	300374.XSHE	恒通科技	HY003	工业
1123	300376.XSHE	易事特	HY003	工业
1124	300382.XSHE	斯莱克	HY003	工业
1125	300384.XSHE	三联虹普	HY003	工业
1126	300385.XSHE	雪浪环境	HY003	工业
1127	300388.XSHE	国祯环保	HY003	工业
1128	300391.XSHE	康跃科技	HY003	工业
1129	300397.XSHE	天和防务	HY003	工业
1130	300400.XSHE	劲拓股份	HY003	工业
1131	300402.XSHE	宝色股份	HY003	工业
1132	300407.XSHE	凯发电气	HY003	工业
1133	300411.XSHE	金盾股份	HY003	工业
1134	300412.XSHE	迦南科技	HY003	工业
1135	300414.XSHE	中光防雷	HY003	工业
1136	300415.XSHE	伊之密	HY003	工业
1137	300416.XSHE	苏试试验	HY003	工业
1138	300420.XSHE	五洋停车	HY003	工业
1139	300421.XSHE	力星股份	HY003	工业
1140	300422.XSHE	博世科	HY003	工业
1141	300423.XSHE	鲁亿通	HY003	工业
1142	300424.XSHE	航新科技	HY003	工业
1143	300425.XSHE	中建环能	HY003	工业
1144	300427.XSHE	红相股份	HY003	工业
1145	300430.XSHE	诚益通	HY003	工业
1146	300435.XSHE	中泰股份	HY003	工业
1147	300438.XSHE	鹏辉能源	HY003	工业
1148	300441.XSHE	鲍斯股份	HY003	工业
1149	300442.XSHE	普丽盛	HY003	工业
1150	300443.XSHE	金雷股份	HY003	工业
1151	300444.XSHE	双杰电气	HY003	工业
1152	300445.XSHE	康斯特	HY003	工业
1153	300447.XSHE	全信股份	HY003	工业
1154	300450.XSHE	先导智能	HY003	工业
1155	300457.XSHE	赢合科技	HY003	工业
1156	300461.XSHE	田中精机	HY003	工业
1157	300464.XSHE	星徽精密	HY003	工业
1158	300466.XSHE	赛摩智能	HY003	工业
1159	300470.XSHE	中密控股	HY003	工业
1160	300471.XSHE	厚普股份	HY003	工业
1161	300472.XSHE	新元科技	HY003	工业
1162	300474.XSHE	景嘉微	HY003	工业
1163	300477.XSHE	合纵科技	HY003	工业
1164	300480.XSHE	光力科技	HY003	工业
1165	300484.XSHE	蓝海华腾	HY003	工业
1166	300486.XSHE	东杰智能	HY003	工业
1167	300488.XSHE	恒锋工具	HY003	工业
1168	300490.XSHE	华自科技	HY003	工业
1169	300491.XSHE	通合科技	HY003	工业
1170	300492.XSHE	华图山鼎	HY003	工业
1171	300495.XSHE	美尚生态	HY003	工业
1172	300499.XSHE	高澜股份	HY003	工业
1173	300500.XSHE	启迪设计	HY003	工业
1174	300503.XSHE	昊志机电	HY003	工业
1175	300506.XSHE	名家汇	HY003	工业
1176	300508.XSHE	维宏股份	HY003	工业
1177	300509.XSHE	新美星	HY003	工业
1178	300510.XSHE	金冠股份	HY003	工业
1179	300512.XSHE	中亚股份	HY003	工业
1180	300515.XSHE	三德科技	HY003	工业
1181	300517.XSHE	海波重科	HY003	工业
1182	300521.XSHE	爱司凯	HY003	工业
1183	300527.XSHE	中船应急	HY003	工业
1184	300532.XSHE	今天国际	HY003	工业
1185	300536.XSHE	农尚环境	HY003	工业
1186	300538.XSHE	同益股份	HY003	工业
1187	300540.XSHE	深冷股份	HY003	工业
1188	300545.XSHE	联得装备	HY003	工业
1189	300549.XSHE	优德精密	HY003	工业
1190	300554.XSHE	三超新材	HY003	工业
1191	300564.XSHE	筑博设计	HY003	工业
1192	300569.XSHE	天能重工	HY003	工业
1193	300581.XSHE	晨曦航空	HY003	工业
1194	300582.XSHE	英飞特	HY003	工业
1195	300589.XSHE	江龙船艇	HY003	工业
1196	300593.XSHE	新雷能	HY003	工业
1197	300594.XSHE	朗进科技	HY003	工业
1198	300599.XSHE	雄塑科技	HY003	工业
1199	300600.XSHE	瑞特股份	HY003	工业
1200	300604.XSHE	长川科技	HY003	工业
1201	300606.XSHE	金太阳	HY003	工业
1202	300607.XSHE	拓斯达	HY003	工业
1203	300617.XSHE	安靠智电	HY003	工业
1204	300619.XSHE	金银河	HY003	工业
1205	300621.XSHE	维业股份	HY003	工业
